target	dimension	value	eligible_count	analyzable_count	positive_count	negative_count	censored_count	rate	wilson_low	wilson_high	run_block_bootstrap_low	run_block_bootstrap_high	run_count	episode_count
reclaim_given_break	contributor_families	ADAPTIVE_VALUE|TPO_PROFILE	44	41	23	18	3	0.5609756097560976	0.4104052722210608	0.7010986826344964	0.3076923076923077	0.707566844919786	11	21
reclaim_given_break	contributor_families	DAILY_EXTREME	19	4	4	0	15	1.0	0.5101091635454027	1.0	1.0	1.0	10	18
reclaim_given_break	contributor_families	DAILY_EXTREME|GLOBAL_VALUE	13	3	3	0	10	1.0	0.4385029682449546	1.0	1.0	1.0	6	11
reclaim_given_break	contributor_families	DAILY_EXTREME|GLOBAL_VALUE|MID_PIVOT|PIVOT|PIVOT_ZONE	4	3	0	3	1	0.0	5.551115123125783e-17	0.5614970317550454	0.0	0.0	3	4
reclaim_given_break	contributor_families	DAILY_EXTREME|GLOBAL_VALUE|PIVOT	2	2	2	0	0	1.0	0.34238022750665303	1.0	1.0	1.0	2	2
reclaim_given_break	contributor_families	DAILY_EXTREME|MID_PIVOT	148	21	20	1	127	0.9523809523809523	0.7733063992587743	0.9915440121901737	0.8821923076923077	1.0	20	137
reclaim_given_break	contributor_families	DAILY_EXTREME|MID_PIVOT|PIVOT	10	5	3	2	5	0.6	0.2307242812760128	0.882379225767352	0.5	1.0	7	10
reclaim_given_break	contributor_families	DAILY_EXTREME|MID_PIVOT|PIVOT|PIVOT_ZONE	17	14	1	13	3	0.07142857142857142	0.012722215247890939	0.31468704424151117	0.0	0.20749999999999968	10	16
reclaim_given_break	contributor_families	DAILY_EXTREME|MID_PIVOT|PIVOT|PIVOT_ZONE|SENTINEL	1	1	0	1	0	0.0	0.0	0.7934506856227626	0.0	0.0	1	1
reclaim_given_break	contributor_families	DAILY_EXTREME|MID_PIVOT|PIVOT|PIVOT_ZONE|TPO_PROFILE	15	11	2	9	4	0.18181818181818182	0.05136768974608513	0.4769805619608442	0.0	0.375	10	15
reclaim_given_break	contributor_families	DAILY_EXTREME|MID_PIVOT|PIVOT|TPO_PROFILE	6	4	2	2	2	0.5	0.15003898915214947	0.8499610108478506	0.11875000000000036	1.0	4	4
reclaim_given_break	contributor_families	DAILY_EXTREME|MID_PIVOT|TPO_PROFILE	14	6	2	4	8	0.3333333333333333	0.09677141110578041	0.700006684861608	0.0	0.6666666666666666	6	13
reclaim_given_break	contributor_families	DAILY_EXTREME|PIVOT	193	40	38	2	153	0.95	0.8349612263085903	0.9861793326138516	0.8657207207207208	1.0	20	170
reclaim_given_break	contributor_families	DAILY_EXTREME|PIVOT|TPO_PROFILE	17	16	13	3	1	0.8125	0.5699111903802586	0.9340840092857187	0.5714285714285714	1.0	10	15
reclaim_given_break	contributor_families	DAILY_EXTREME|SENTINEL	4	0	0	0	4	\N	\N	\N	\N	\N	4	4
reclaim_given_break	contributor_families	DAILY_EXTREME|TPO_PROFILE	164	44	40	4	120	0.9090909090909091	0.7884076083340138	0.9640778067726837	0.8030645161290323	0.9798061224489796	20	146
reclaim_given_break	contributor_families	GLOBAL_VALUE|MID_PIVOT	14	13	7	6	1	0.5384615384615384	0.29143795714506004	0.7679393219046169	0.3333333333333333	0.7142857142857143	3	6
reclaim_given_break	contributor_families	GLOBAL_VALUE|MID_PIVOT|PIVOT|PIVOT_ZONE	4	4	1	3	0	0.25	0.04558726080970055	0.6993581574175981	0.0	0.3333333333333333	2	3
reclaim_given_break	contributor_families	GLOBAL_VALUE|PIVOT	21	20	14	6	1	0.7	0.4810271816464765	0.8545227551323956	0.5961111111111111	0.8666666666666667	4	7
reclaim_given_break	contributor_families	GLOBAL_VALUE|TPO_PROFILE	25	23	13	10	2	0.5652173913043478	0.3681137508501646	0.743653646743258	0.4151580459770115	0.768917112299465	6	6
reclaim_given_break	contributor_families	MID_PIVOT	74	72	44	28	2	0.6111111111111112	0.49562354994215396	0.7153428561475221	0.5199305555555556	0.72	6	16
reclaim_given_break	contributor_families	MID_PIVOT|PIVOT	166	163	101	62	3	0.6196319018404908	0.5431602946431594	0.6905945542754993	0.5543689450302414	0.6724253692415458	10	37
reclaim_given_break	contributor_families	MID_PIVOT|PIVOT|PIVOT_ZONE	19	15	3	12	4	0.2	0.07047549346981563	0.45185448715169363	0.0	0.37187499999999984	10	12
reclaim_given_break	contributor_families	MID_PIVOT|PIVOT|PIVOT_ZONE|SENTINEL	1	1	0	1	0	0.0	0.0	0.7934506856227626	0.0	0.0	1	1
reclaim_given_break	contributor_families	MID_PIVOT|PIVOT|PIVOT_ZONE|SENTINEL|TPO_PROFILE	2	2	0	2	0	0.0	0.0	0.6576197724933469	0.0	0.0	2	2
reclaim_given_break	contributor_families	MID_PIVOT|PIVOT|PIVOT_ZONE|TPO_PROFILE	36	33	8	25	3	0.24242424242424243	0.1283171337717501	0.4102461982955736	0.0	0.3333333333333333	12	21
reclaim_given_break	contributor_families	MID_PIVOT|PIVOT|TPO_PROFILE	42	41	19	22	1	0.4634146341463415	0.32056233976336046	0.6125352873233052	0.3972602739726027	0.56	6	14
reclaim_given_break	contributor_families	MID_PIVOT|SENTINEL	8	8	5	3	0	0.625	0.30574239460262737	0.8631557141764026	0.625	0.625	1	1
reclaim_given_break	contributor_families	MID_PIVOT|SENTINEL|TPO_PROFILE	1	1	0	1	0	0.0	0.0	0.7934506856227626	0.0	0.0	1	1
reclaim_given_break	contributor_families	MID_PIVOT|TPO_PROFILE	225	216	143	73	9	0.6620370370370371	0.5966143642702993	0.7217969143643327	0.6155522585245146	0.7109164983633958	18	69
reclaim_given_break	contributor_families	PIVOT	79	78	40	38	1	0.5128205128205128	0.4039270123076001	0.6205104797510615	0.3826501877346683	0.583949530516432	9	22
