session_id	civil_date	calendar_status	clock_status	server_offset_minutes	source_day_m1_rows	source_day_m5_rows	expected_m1_range	observed_m1_range	missing_m1_range	duplicate_m1_range	expected_m5_horizon	observed_m5_horizon	missing_m5_horizon	duplicate_m5_horizon	decision	partition
OBSOPEN_US30_20250723	2025-07-23	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250724	2025-07-24	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250725	2025-07-25	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250726	2025-07-26	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250727	2025-07-27	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250728	2025-07-28	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250729	2025-07-29	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250730	2025-07-30	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250731	2025-07-31	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250801	2025-08-01	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250802	2025-08-02	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250803	2025-08-03	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250804	2025-08-04	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250805	2025-08-05	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250806	2025-08-06	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250807	2025-08-07	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250808	2025-08-08	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250809	2025-08-09	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250810	2025-08-10	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250811	2025-08-11	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250812	2025-08-12	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250813	2025-08-13	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250814	2025-08-14	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250815	2025-08-15	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250816	2025-08-16	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250817	2025-08-17	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250818	2025-08-18	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250819	2025-08-19	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250820	2025-08-20	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250821	2025-08-21	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250822	2025-08-22	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250823	2025-08-23	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250824	2025-08-24	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250825	2025-08-25	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250826	2025-08-26	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250827	2025-08-27	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250828	2025-08-28	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250829	2025-08-29	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250830	2025-08-30	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250831	2025-08-31	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250901	2025-09-01	EXCHANGE_CLOSED	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	EXCHANGE_CLOSED	
OBSOPEN_US30_20250902	2025-09-02	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250903	2025-09-03	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250904	2025-09-04	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250905	2025-09-05	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250906	2025-09-06	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250907	2025-09-07	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250908	2025-09-08	NORMAL_SESSION	QUALIFIED	180	0	0	30	0	30	0	79	0	79	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250909	2025-09-09	NORMAL_SESSION	QUALIFIED	180	551	113	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20250910	2025-09-10	NORMAL_SESSION	QUALIFIED	180	1374	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20250911	2025-09-11	NORMAL_SESSION	QUALIFIED	180	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20250912	2025-09-12	NORMAL_SESSION	QUALIFIED	180	1320	264	30	30	0	0	79	78	1	0	NOT_EVALUABLE_SOURCE_COVERAGE_M5	
OBSOPEN_US30_20250913	2025-09-13	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250914	2025-09-14	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250915	2025-09-15	NORMAL_SESSION	QUALIFIED	180	1373	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20250916	2025-09-16	NORMAL_SESSION	QUALIFIED	180	1378	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20250917	2025-09-17	NORMAL_SESSION	QUALIFIED	180	1378	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20250918	2025-09-18	NORMAL_SESSION	QUALIFIED	180	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20250919	2025-09-19	NORMAL_SESSION	QUALIFIED	180	1318	264	30	30	0	0	79	78	1	0	NOT_EVALUABLE_SOURCE_COVERAGE_M5	
OBSOPEN_US30_20250920	2025-09-20	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250921	2025-09-21	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250922	2025-09-22	NORMAL_SESSION	QUALIFIED	180	1292	263	30	0	30	0	79	67	12	0	NOT_EVALUABLE_SOURCE_COVERAGE_M1	
OBSOPEN_US30_20250923	2025-09-23	NORMAL_SESSION	QUALIFIED	180	1376	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20250924	2025-09-24	NORMAL_SESSION	QUALIFIED	180	1379	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20250925	2025-09-25	NORMAL_SESSION	QUALIFIED	180	1369	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20250926	2025-09-26	NORMAL_SESSION	QUALIFIED	180	1316	264	30	30	0	0	79	78	1	0	NOT_EVALUABLE_SOURCE_COVERAGE_M5	
OBSOPEN_US30_20250927	2025-09-27	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250928	2025-09-28	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250929	2025-09-29	NORMAL_SESSION	QUALIFIED	180	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20250930	2025-09-30	NORMAL_SESSION	QUALIFIED	180	1378	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251001	2025-10-01	NORMAL_SESSION	QUALIFIED	180	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251002	2025-10-02	NORMAL_SESSION	QUALIFIED	180	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251003	2025-10-03	NORMAL_SESSION	QUALIFIED	180	1318	264	30	30	0	0	79	78	1	0	NOT_EVALUABLE_SOURCE_COVERAGE_M5	
OBSOPEN_US30_20251004	2025-10-04	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20251005	2025-10-05	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20251006	2025-10-06	NORMAL_SESSION	QUALIFIED	180	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251007	2025-10-07	NORMAL_SESSION	QUALIFIED	180	1378	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251008	2025-10-08	NORMAL_SESSION	QUALIFIED	180	1376	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251009	2025-10-09	NORMAL_SESSION	QUALIFIED	180	1377	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251010	2025-10-10	NORMAL_SESSION	QUALIFIED	180	1299	262	30	30	0	0	79	78	1	0	NOT_EVALUABLE_SOURCE_COVERAGE_M5	
OBSOPEN_US30_20251011	2025-10-11	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20251012	2025-10-12	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20251013	2025-10-13	NORMAL_SESSION	QUALIFIED	180	1371	275	30	30	0	0	79	78	1	0	NOT_EVALUABLE_SOURCE_COVERAGE_M5	
OBSOPEN_US30_20251014	2025-10-14	NORMAL_SESSION	QUALIFIED	180	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251015	2025-10-15	NORMAL_SESSION	QUALIFIED	180	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251016	2025-10-16	NORMAL_SESSION	QUALIFIED	180	1378	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251017	2025-10-17	NORMAL_SESSION	QUALIFIED	180	1319	264	30	30	0	0	79	78	1	0	NOT_EVALUABLE_SOURCE_COVERAGE_M5	
OBSOPEN_US30_20251018	2025-10-18	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20251019	2025-10-19	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20251020	2025-10-20	NORMAL_SESSION	QUALIFIED	180	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251021	2025-10-21	NORMAL_SESSION	QUALIFIED	180	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251022	2025-10-22	NORMAL_SESSION	QUALIFIED	180	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251023	2025-10-23	NORMAL_SESSION	QUALIFIED	180	1276	256	30	30	0	0	79	70	9	0	NOT_EVALUABLE_SOURCE_COVERAGE_M5	
OBSOPEN_US30_20251024	2025-10-24	NORMAL_SESSION	QUALIFIED	180	1320	264	30	30	0	0	79	78	1	0	NOT_EVALUABLE_SOURCE_COVERAGE_M5	
OBSOPEN_US30_20251025	2025-10-25	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20251026	2025-10-26	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20251027	2025-10-27	NORMAL_SESSION	QUALIFIED	120	1373	275	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251028	2025-10-28	NORMAL_SESSION	QUALIFIED	120	1379	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251029	2025-10-29	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251030	2025-10-30	NORMAL_SESSION	QUALIFIED	120	1377	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251031	2025-10-31	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251101	2025-11-01	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20251102	2025-11-02	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20251103	2025-11-03	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251104	2025-11-04	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251105	2025-11-05	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251106	2025-11-06	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251107	2025-11-07	NORMAL_SESSION	QUALIFIED	120	1320	264	30	30	0	0	79	78	1	0	NOT_EVALUABLE_SOURCE_COVERAGE_M5	
OBSOPEN_US30_20251108	2025-11-08	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20251109	2025-11-09	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20251110	2025-11-10	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251111	2025-11-11	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251112	2025-11-12	NORMAL_SESSION	QUALIFIED	120	1379	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251113	2025-11-13	NORMAL_SESSION	QUALIFIED	120	1379	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251114	2025-11-14	NORMAL_SESSION	QUALIFIED	120	1318	264	30	30	0	0	79	78	1	0	NOT_EVALUABLE_SOURCE_COVERAGE_M5	
OBSOPEN_US30_20251115	2025-11-15	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20251116	2025-11-16	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20251117	2025-11-17	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251118	2025-11-18	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251119	2025-11-19	NORMAL_SESSION	QUALIFIED	120	1378	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251120	2025-11-20	NORMAL_SESSION	QUALIFIED	120	1379	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251121	2025-11-21	NORMAL_SESSION	QUALIFIED	120	1315	264	30	30	0	0	79	78	1	0	NOT_EVALUABLE_SOURCE_COVERAGE_M5	
OBSOPEN_US30_20251122	2025-11-22	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20251123	2025-11-23	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20251124	2025-11-24	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251125	2025-11-25	NORMAL_SESSION	QUALIFIED	120	1378	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251126	2025-11-26	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251127	2025-11-27	EXCHANGE_CLOSED	NOT_APPLICABLE		1140	228	0	0	0	0	0	0	0	0	EXCHANGE_CLOSED	
OBSOPEN_US30_20251128	2025-11-28	EARLY_CLOSE	NOT_APPLICABLE		485	105	0	0	0	0	0	0	0	0	EARLY_CLOSE_HORIZON_INCOMPLETE	
OBSOPEN_US30_20251129	2025-11-29	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20251130	2025-11-30	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20251201	2025-12-01	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251202	2025-12-02	NORMAL_SESSION	QUALIFIED	120	1379	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251203	2025-12-03	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251204	2025-12-04	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251205	2025-12-05	NORMAL_SESSION	QUALIFIED	120	1319	264	30	30	0	0	79	78	1	0	NOT_EVALUABLE_SOURCE_COVERAGE_M5	
OBSOPEN_US30_20251206	2025-12-06	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20251207	2025-12-07	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20251208	2025-12-08	NORMAL_SESSION	QUALIFIED	120	1377	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251209	2025-12-09	NORMAL_SESSION	QUALIFIED	120	1379	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251210	2025-12-10	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251211	2025-12-11	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251212	2025-12-12	NORMAL_SESSION	QUALIFIED	120	1320	264	30	30	0	0	79	78	1	0	NOT_EVALUABLE_SOURCE_COVERAGE_M5	
OBSOPEN_US30_20251213	2025-12-13	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20251214	2025-12-14	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20251215	2025-12-15	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251216	2025-12-16	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251217	2025-12-17	NORMAL_SESSION	QUALIFIED	120	1379	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251218	2025-12-18	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251219	2025-12-19	NORMAL_SESSION	QUALIFIED	120	1320	264	30	30	0	0	79	78	1	0	NOT_EVALUABLE_SOURCE_COVERAGE_M5	
OBSOPEN_US30_20251220	2025-12-20	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20251221	2025-12-21	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20251222	2025-12-22	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251223	2025-12-23	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251224	2025-12-24	EARLY_CLOSE	NOT_APPLICABLE		1152	231	0	0	0	0	0	0	0	0	EARLY_CLOSE_HORIZON_INCOMPLETE	
OBSOPEN_US30_20251225	2025-12-25	EXCHANGE_CLOSED	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	EXCHANGE_CLOSED	
OBSOPEN_US30_20251226	2025-12-26	NORMAL_SESSION	QUALIFIED	120	1320	264	30	30	0	0	79	78	1	0	NOT_EVALUABLE_SOURCE_COVERAGE_M5	
OBSOPEN_US30_20251227	2025-12-27	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20251228	2025-12-28	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20251229	2025-12-29	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251230	2025-12-30	NORMAL_SESSION	QUALIFIED	120	1379	276	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
OBSOPEN_US30_20251231	2025-12-31	NORMAL_SESSION	QUALIFIED	120	1379	275	30	30	0	0	79	79	0	0	ADMITTED	CONFIRMATION
