lineage_id	run_key	canonical_instrument	origin_compression_id	expansion_id	destination_compression_id	origin_compression_summary_family_id	origin_compression_shape_family_id	origin_compression_hybrid_family_id	expansion_summary_family_id	expansion_shape_family_id	expansion_hybrid_family_id	destination_compression_summary_family_id	destination_compression_shape_family_id	destination_compression_hybrid_family_id	origin_structural_stratum	terminal_structural_stratum	structural_node_contacts	destination_availability_code
lineage::RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187::11	RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187	USTEC	11	11	\N	C1	C2	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	CENSORED_DESTINATION	CENSORED_DESTINATION	CENSORED_DESTINATION	REGION_-1|NODE_CONTACT	NULL_STRUCTURAL_CONTEXT	14	CENSORED_DESTINATION
lineage::RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300::1	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	1	1	2	C1	C1	C1	C1	C1	C2	C1	C2	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	4	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300::2	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	2	2	3	C1	C2	C1	C3	C1	C2	C2	C1	C1	REGION_0|NODE_CONTACT	REGION_1|NODE_CONTACT	7	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300::3	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	3	3	4	C2	C1	C1	C1	C1	C2	C1	C1	C1	REGION_2|NODE_CONTACT	REGION_2|NODE_CONTACT	2	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300::4	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	4	4	5	C1	C1	C1	C1	C1	C2	C2	C1	C1	REGION_2|NODE_CONTACT	REGION_2|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300::5	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	5	5	6	C2	C1	C1	C1	C1	C2	C2	C1	C2	REGION_1|NODE_CONTACT	REGION_2|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300::6	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	6	6	7	C2	C1	C2	C3	C1	C3	C2	C1	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300::7	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	7	7	8	C2	C1	C1	C1	C1	C2	C1	C1	C1	REGION_2|NODE_CONTACT	REGION_2|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300::8	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	8	8	9	C1	C1	C1	C1	C1	C2	C1	C2	C1	REGION_2|NODE_CONTACT	REGION_2|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300::9	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	9	9	10	C1	C2	C1	C1	C1	C2	C1	C1	C1	REGION_2|NODE_CONTACT	REGION_2|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300::10	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	10	10	11	C1	C1	C1	C1	C1	C2	C1	C1	C2	REGION_2|NODE_CONTACT	REGION_2|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300::11	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	11	11	12	C1	C1	C2	C1	C2	C1	C1	C2	C1	REGION_2|NODE_CONTACT	REGION_2|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300::12	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	12	12	13	C1	C2	C1	C3	C1	C2	C1	C2	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	2	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300::13	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	13	13	14	C1	C2	C1	C1	C1	C2	C1	C2	C2	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300::14	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	14	14	\N	C1	C2	C2	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	CENSORED_DESTINATION	CENSORED_DESTINATION	CENSORED_DESTINATION	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	2	CENSORED_DESTINATION
